ps_partkey,value
260131,6484810.32
219200,6484589.25
324873,6483969.45
147194,6483719.55
65805,6483446.58
241225,6481767.92
385727,6481648.90
150233,6481558.77
166950,6481223.75
281360,6481183.80
64838,6481009.41
108396,6480690.12
363289,6480560.56
14608,6479958.45
269611,6479821.68
256292,6479286.72
243242,6478162.39
67235,6478063.80
213904,6477558.08
91085,6477264.42
378817,6477221.85
287189,6476622.90
312329,6476483.20
317799,6476444.24
22819,6474318.48
108619,6472809.10
74328,6472191.64
179251,6472079.44
1247,6471182.40
249359,6471121.02
22193,6470035.60
166348,6469893.63
196874,6468221.68
97793,6467963.60
372221,6467913.84
42837,6467173.80
154630,6467039.64
154337,6466797.16
368240,6466626.76
87294,6466360.68
109781,6466217.58
83933,6466169.40
123580,6466147.83
119691,6465977.28
277830,6465795.00
180616,6465770.24
303862,6465664.09
258434,6465489.36
42819,6465287.95
214449,6463716.40
28749,6463406.05
205201,6463331.84
106772,6462905.47
319601,6462705.60
365765,6462674.78
44972,6462112.80
200524,6462079.72
163914,6461420.93
89168,6461412.86
357630,6461253.36
12822,6460909.32
147285,6460784.64
337656,6460772.48
391511,6460764.75
176381,6460666.23
67943,6460592.19
233801,6460473.08
397001,6460123.32
390418,6460068.92
239098,6460046.97
262621,6459795.08
254760,6459324.70
59780,6459223.77
165222,6458729.95
329568,6458605.80
63222,6458457.60
306072,6458352.09
103288,6457166.16
378420,6456846.00
62742,6456294.24
272689,6455963.24
305094,6454930.36
205002,6454510.00
66662,6454463.67
133258,6454269.64
177258,6453758.00
271940,6453526.57
21475,6453208.44
6222,6453060.00
8449,6452803.50
197591,6451538.67
43470,6451528.79
335103,6451028.09
225146,6450838.53
104410,6449774.88
350619,6449626.26
283863,6447485.65
351871,6447314.09
228860,6447152.08
186726,6446925.10
43983,6446866.00
341383,6446669.34
219819,6446545.00
110143,6446082.60
55626,6445914.86
213287,6445634.42
285974,6444910.23
43534,6444153.47
370354,6444107.95
268073,6443854.54
393718,6443397.12
331295,6443084.83
40038,6442974.01
115750,6442958.56
363520,6442881.28
74739,6441955.52
104626,6441690.30
216720,6441252.67
135834,6441206.65
359955,6440914.06
378622,6440257.20
110366,6440164.77
348792,6439701.79
172144,6438592.12
276087,6438300.10
248057,6437538.00
315638,6437313.84
226466,6437085.32
141648,6437063.88
3145,6436941.70
168343,6435060.08
392781,6434979.49
225595,6434811.43
22736,6434023.20
22239,6433902.67
335966,6433618.45
57239,6433382.56
173575,6433311.60
306240,6433182.00
164167,6432879.25
217786,6432752.70
150203,6431891.70
226412,6431723.13
289596,6431721.66
247046,6431391.90
277911,6431246.41
19419,6430969.18
132689,6430123.65
133950,6429767.62
22362,6429601.70
192639,6429449.85
189552,6429336.76
308188,6429309.60
269171,6429191.94
182061,6429061.59
359321,6428018.40
56590,6427971.20
333789,6427943.78
309175,6427864.80
192875,6426922.32
282449,6425569.15
132254,6425252.92
254422,6424576.68
369996,6424283.18
345068,6424133.55
63470,6423972.12
310810,6423181.35
168685,6423093.36
251708,6422622.15
44584,6422113.92
147278,6421996.35
50385,6421401.70
332538,6421137.36
259651,6420643.06
222768,6420344.32
225298,6419810.80
388522,6419491.32
364915,6418745.67
158151,6418597.12
129286,6418272.00
183342,6417451.59
322851,6417061.00
160233,6415725.73
362797,6415626.90
38469,6415403.00
61990,6415225.74
249218,6415059.89
331939,6414474.99
7180,6414457.67
98529,6414337.56
304666,6414247.62
245088,6413919.03
273069,6413876.40
77289,6413323.50
115231,6412722.65
262924,6412672.75
336209,6412306.50
237058,6412224.51
104928,6412106.30
351083,6411296.19
325605,6410586.00
17213,6410268.40
120686,6409806.67
122677,6408820.70
257025,6408727.45
4706,6408571.89
331195,6408469.68
104986,6408381.94
61691,6408209.30
311633,6407692.20
191090,6407536.63
335632,6406667.20
75945,6406525.02
53131,6406501.64
65399,6406458.15
37361,6406337.55
205249,6406067.43
113427,6406042.50
309500,6405802.25
391512,6405465.42
311996,6405124.83
355611,6403809.50
209314,6403623.36
313892,6403546.80
327882,6403278.43
77320,6403201.00
286548,6402802.56
333404,6402739.00
144886,6402530.70
126540,6402113.51
292654,6401993.85
23590,6401835.55
387005,6401704.54
200932,6401283.17
388841,6400665.21
127818,6400561.44
237368,6400261.20
288312,6399893.45
131543,6399439.20
94604,6399311.16
41224,6399283.20
105694,6399280.08
217112,6398956.00
313385,6398271.00
24886,6398092.26
303898,6397248.60
60094,6397227.09
220780,6397083.56
28699,6396937.86
8574,6396936.70
290758,6396849.03
68544,6396448.96
282759,6396233.76
339428,6395195.71
238811,6394774.68
315240,6394753.89
297516,6394651.76
338996,6393329.81
232869,6393092.80
81767,6392765.07
233796,6392599.45
331511,6391877.64
369814,6391856.52
123593,6391001.25
104318,6390760.41
17689,6390578.64
255040,6390386.10
316663,6390173.28
299295,6390075.70
279651,6390007.32
244389,6389798.04
310567,6389720.32
116921,6389470.40
387931,6389328.39
1644,6387609.60
186636,6386509.30
215221,6386155.63
174737,6386149.28
384119,6385790.25
127248,6385670.74
324357,6385506.88
292446,6384977.04
302600,6384794.34
396626,6384272.20
189355,6384109.13
67460,6383182.89
325642,6383139.44
47545,6382419.33
165998,6382356.54
229326,6381752.56
193250,6381271.80
392447,6381176.12
288246,6381078.75
42892,6380355.23
44851,6380163.48
261765,6379547.31
226243,6379356.78
248183,6379238.58
68633,6379216.80
184605,6378640.65
21484,6378253.20
229927,6378124.60
248574,6377563.35
41532,6377490.68
336950,6377489.02
155609,6377469.48
26873,6377301.00
236749,6376293.84
304747,6376036.56
279869,6375805.84
173422,6375802.86
40884,6375178.40
42936,6375121.14
280739,6375042.83
168330,6374944.48
52056,6374842.50
379144,6374659.84
60404,6374497.61
359511,6374474.37
137808,6374000.49
297820,6373737.72
295257,6372460.60
394223,6372117.09
281336,6371053.04
280613,6371022.60
18701,6370579.98
150846,6370411.20
354324,6369630.27
128123,6369568.76
285877,6369479.36
395252,6369396.20
52675,6369137.16
53350,6368946.32
62641,6368821.19
330215,6368333.41
175395,6368136.68
200958,6368049.84
86022,6367369.33
294905,6366811.60
83909,6366550.96
291683,6366144.20
56658,6365758.24
365221,6365388.25
97749,6364921.86
232649,6364647.22
336853,6364030.40
22146,6363833.44
349213,6363821.12
143527,6363732.24
236214,6363596.61
15044,6363087.50
7635,6363052.80
169628,6363045.18
119418,6362278.65
46978,6361702.56
318777,6361071.70
47609,6360486.90
85628,6360163.52
195385,6360113.76
341663,6359661.00
182231,6359509.45
20362,6359179.32
152373,6359059.25
222950,6359040.20
330147,6358895.55
396069,6358709.04
353761,6358204.44
253129,6358190.55
111901,6358172.88
332904,6358078.32
255732,6357750.69
48437,6356982.72
395597,6356544.80
145674,6356063.36
114739,6355951.44
328971,6355741.21
167900,6355342.40
103927,6354954.98
113844,6354469.44
175068,6354461.44
248544,6354110.28
332647,6353719.40
112538,6353677.00
186010,6353246.15
68589,6353019.54
182822,6353004.12
280084,6352821.95
189302,6352751.08
263942,6352585.84
144630,6352030.92
383857,6351737.28
110426,6351644.96
324563,6351370.08
10655,6351169.41
126594,6351070.68
277344,6350887.20
107827,6350796.66
64714,6350746.60
101332,6350555.41
263190,6350429.32
210513,6350135.64
328082,6349536.80
22628,6349020.59
376438,6348882.31
163556,6348599.58
214739,6347701.68
213633,6347510.36
58629,6347020.68
73590,6346461.46
304420,6346052.90
104444,6346034.88
338098,6344311.74
62906,6343994.25
345871,6343573.68
305588,6343103.04
60080,6342682.50
379815,6342676.56
7058,6342370.78
149248,6341474.97
364563,6339416.16
32304,6339115.90
372676,6339053.16
21146,6338790.58
197108,6338642.94
192223,6338418.24
21730,6337946.97
40616,6337676.00
296891,6337450.00
85951,6336542.08
391872,6336397.74
345001,6336015.83
141093,6335905.62
386943,6335667.23
142863,6335462.40
390233,6335019.56
384428,6335000.06
108481,6334947.03
102298,6334407.96
207672,6334360.08
229747,6334244.38
321037,6334071.48
269765,6334021.26
136712,6333912.00
297606,6333504.24
79678,6333250.30
154485,6333044.20
118797,6332786.58
49373,6332381.07
158234,6332311.44
388057,6332131.52
59306,6331914.88
313811,6331672.10
326237,6331629.45
388605,6330670.40
137228,6330645.42
207664,6330179.15
315656,6329795.50
318106,6329737.72
218992,6329294.37
113841,6328365.78
50881,6328190.05
28667,6327750.54
208211,6327570.00
104167,6326816.64
85096,6326221.82
344810,6326035.92
220117,6325913.83
41031,6325125.75
149497,6325000.33
50928,6324823.82
293215,6324655.41
361051,6324635.67
186025,6324568.25
354620,6324057.00
117112,6323834.82
182892,6323822.10
107228,6323657.12
96549,6323549.10
226632,6322669.64
383624,6322598.48
51275,6322290.65
203978,6322271.97
47027,6322031.52
370887,6322007.00
91824,6321422.25
103514,6320943.00
387850,6320020.46
249033,6319800.48
334736,6319687.67
294163,6319520.40
112530,6318603.28
161947,6318233.25
274861,6318070.01
45556,6317688.85
239872,6316853.10
341577,6316840.50
269070,6316747.36
195886,6316058.04
168414,6315697.57
101070,6314859.72
91650,6314124.08
109969,6313680.00
317788,6313560.50
383116,6312780.98
182052,6312599.23
309350,6312100.20
296205,6311304.47
256966,6311202.30
397091,6310747.01
338401,6310392.00
7304,6310118.47
155860,6309798.98
146947,6309658.08
364063,6309352.29
108791,6308831.92
182655,6308804.48
2672,6308692.90
266491,6308003.52
182651,6307927.32
172305,6307918.68
227222,6307137.90
379208,6306995.85
223959,6306753.60
158335,6306652.52
12937,6306564.88
168578,6306518.53
4874,6305972.33
366137,6305514.30
307975,6305451.30
349320,6305049.02
344886,6304526.20
300494,6304251.72
300076,6303987.48
19277,6303666.29
126268,6303600.16
289421,6302993.10
347049,6302647.47
222827,6302570.67
206669,6302388.16
78633,6302037.12
255928,6302023.02
388937,6301625.77
112464,6301453.55
164528,6301280.10
236755,6301211.01
109927,6300915.84
95959,6300625.38
155333,6300172.04
45952,6300118.02
15600,6299991.43
175558,6297951.00
30634,6297611.58
191393,6297591.90
298674,6297547.58
136279,6297219.45
282619,6296567.40
399356,6296074.50
91759,6295778.65
85298,6295753.38
182474,6295218.41
74026,6295018.40
395934,6294478.08
287010,6294348.94
165738,6294251.45
353534,6294108.87
271008,6294104.31
172637,6294023.53
155292,6293907.99
66286,6293732.52
275902,6293725.20
130954,6293669.13
27157,6293220.48
159483,6292927.92
56366,6292670.45
210032,6292339.08
184412,6292287.75
246775,6292050.70
298908,6291627.24
367063,6291166.20
243137,6290318.51
56998,6290107.50
272205,6290107.02
43135,6290024.74
92925,6289909.56
162438,6288087.51
149813,6287491.52
171819,6287319.64
165486,6286968.61
258622,6286802.44
232833,6286591.50
79304,6286521.91
306493,6286254.36
71733,6285612.96
361427,6285449.43
350764,6285327.76
306633,6284651.70
70368,6284586.68
90060,6284065.90
116085,6283887.74
214325,6282747.76
68696,6282670.72
24855,6282529.44
66084,6282373.36
351505,6281912.70
61787,6281575.62
287936,6281523.36
234485,6280999.05
337433,6280829.28
288189,6280743.36
69002,6280724.71
273216,6280527.92
11637,6280384.11
283865,6280284.83
256326,6280207.88
380157,6280170.32
180183,6280086.40
243218,6278464.40
350439,6278324.16
32742,6276991.50
21660,6276882.00
264384,6276869.35
358095,6276793.88
298147,6276763.50
44068,6276566.64
138996,6276071.01
393987,6276068.64
63097,6275577.71
244357,6275008.12
16499,6274776.32
239392,6274525.41
234669,6274079.30
378508,6273749.92
84683,6272804.43
183984,6272795.13
396455,6272650.47
35755,6272187.81
307660,6271952.62
13249,6271951.68
311910,6271906.04
199224,6271902.66
40950,6271428.94
386142,6270200.20
234345,6269110.86
182205,6267809.52
73189,6267517.59
128577,6267319.24
331467,6267110.30
249969,6266183.04
132724,6265739.94
133804,6265696.68
13440,6264730.08
278365,6264569.80
284544,6264478.60
186588,6264270.80
61631,6263621.76
111592,6263392.92
54029,6263197.20
151904,6262996.41
92462,6262892.46
230246,6262451.91
149637,6261186.30
394189,6261081.98
323130,6260601.90
296344,6260462.26
141779,6260395.83
195607,6259996.88
361312,6259917.51
63752,6259900.85
140620,6259377.60
183533,6259300.24
108875,6259156.56
7158,6258434.00
289933,6258132.00
65067,6257935.32
335032,6257925.08
41671,6256686.74
9651,6256547.00
388963,6256340.64
205502,6256119.76
186640,6255346.72
276453,6255229.44
85828,6255186.86
343519,6255046.15
53858,6254845.20
41487,6254814.90
232790,6254046.02
390894,6254010.01
318433,6253856.31
252845,6253471.70
397976,6252844.40
277595,6252803.10
214381,6252742.54
341275,6252267.57
349684,6251417.76
358583,6250243.50
337803,6249381.12
120041,6249111.84
201457,6249056.77
317391,6248777.49
93169,6248550.98
58431,6248004.30
134041,6247970.70
250959,6247926.20
331592,6247751.33
359146,6247623.46
84728,6247591.37
315371,6247518.71
246143,6247483.44
243607,6247223.34
146114,6247029.15
1090,6247001.58
299206,6246841.44
227586,6246810.31
260840,6246809.68
69738,6246470.24
144308,6245980.20
77234,6245709.25
69939,6245658.40
120895,6245358.72
207864,6244661.40
189495,6244352.66
26643,6243046.00
83428,6242953.50
265045,6242697.13
230909,6242625.93
45175,6242516.25
241443,6241999.66
60120,6241992.40
361090,6241607.90
196472,6240831.30
73511,6240781.43
385375,6240770.32
157226,6239427.12
106392,6238482.25
247771,6238039.50
38514,6238002.48
191948,6236264.16
68324,6236181.38
267253,6236059.35
319871,6236011.92
263469,6235709.65
132891,6235571.48
202634,6235326.80
136544,6235315.42
317850,6235280.82
56708,6234908.16
116477,6234475.98
326631,6234019.00
160789,6233799.73
90378,6233622.15
183362,6233161.32
3586,6233076.18
358895,6232934.40
185927,6232547.43
186944,6231754.15
159046,6231268.96
297392,6230173.50
98784,6229825.44
386501,6229277.19
243239,6229004.24
331032,6228919.36
377793,6228919.21
236596,6228604.48
170751,6228446.88
395383,6228331.56
171148,6227270.84
96782,6226197.96
130520,6226102.89
325141,6225450.49
334365,6225442.86
364008,6225177.01
103192,6225142.56
284461,6224605.59
248536,6224455.98
371918,6224253.51
181295,6224206.60
295658,6223960.08
147909,6223933.17
239241,6223871.34
327688,6223314.15
101392,6223185.20
271777,6223069.60
93762,6223064.76
138892,6222614.19
274710,6222203.43
120368,6222000.30
375801,6221937.95
46837,6221351.82
21390,6221334.96
293930,6221232.08
45670,6220643.13
174233,6220239.48
115959,6219976.18
381554,6219454.32
83837,6219432.76
143622,6219388.00
74942,6218387.58
125528,6217880.48
326889,6217668.80
142158,6217535.87
59033,6217497.49
301415,6217138.23
340562,6216482.15
281941,6216173.94
297916,6215604.15
377239,6215343.84
378388,6215125.83
101033,6214735.72
378793,6214325.82
306232,6214098.20
208381,6213572.77
32522,6212451.81
181574,6212396.52
212598,6212086.90
358688,6212017.91
198633,6210936.45
241562,6210794.71
118494,6210005.55
162631,6209102.64
192960,6208909.60
74824,6208400.34
55030,6208274.64
340553,6208158.51
86357,6207451.74
51227,6207176.53
100427,6206858.38
14151,6206676.60
187131,6206292.62
12387,6205880.00
315106,6205600.37
276717,6205460.94
112234,6205443.75
9421,6205439.76
284243,6204185.12
265286,6203670.48
250379,6203603.00
213255,6203275.24
67986,6203259.18
71512,6203233.44
126908,6202122.84
60035,6202050.40
344157,6201788.88
254475,6201431.28
383451,6201191.36
169775,6200959.36
143837,6200925.11
248311,6200457.21
242784,6200005.00
166464,6199687.06
257899,6198122.70
221077,6197771.84
225564,6197116.20
249167,6196993.44
302608,6196870.13
88714,6196346.10
27296,6195865.33
34005,6194620.56
234479,6194396.52
270224,6193971.00
263623,6193938.18
26308,6193161.15
60804,6193133.70
127450,6193112.32
255269,6192878.76
112598,6192118.59
276647,6192012.54
166153,6191903.73
98622,6191329.50
161295,6189725.50
280540,6188945.40
356640,6188697.76
269847,6188609.70
118383,6188353.60
83928,6187956.48
201052,6187405.18
114324,6186852.18
79204,6185737.68
338068,6185594.01
71519,6184437.36
98466,6184248.75
379206,6184095.72
18619,6183834.74
28188,6183787.38
365686,6183720.57
138532,6183572.86
313503,6183394.65
597,6183103.47
137183,6183064.43
317738,6182358.66
40084,6181850.08
40152,6181816.06
18463,6181808.41
301761,6181758.00
293871,6181704.34
27363,6180929.16
209895,6179652.63
345421,6179508.70
55417,6179496.28
33796,6178362.70
216794,6178104.51
145540,6177717.00
274569,6177713.78
108250,6176804.61
309162,6176783.27
239552,6176344.56
217224,6176133.90
83672,6175855.08
137676,6175372.51
27664,6174929.64
333322,6174604.80
201572,6174595.92
35905,6174325.92
359046,6174151.66
234172,6174136.83
194713,6173799.50
138460,6173679.82
56222,6173584.56
76625,6173427.75
5154,6173090.56
364210,6172436.90
143244,6171834.24
324287,6171694.08
129820,6171684.90
89306,6171480.84
246812,6171065.65
375181,6170626.66
56480,6170376.96
350042,6170343.30
373370,6170087.05
121143,6170045.56
82825,6169618.48
276643,6169506.06
129180,6169035.60
209652,6168943.40
281768,6168366.49
31433,6167760.61
395781,6167401.38
362918,6166665.00
331268,6166520.36
282379,6166391.00
323548,6166246.25
207835,6165918.55
298474,6165753.28
111097,6165705.06
368394,6165691.24
74674,6165690.08
190561,6165617.65
106911,6163542.72
150107,6163424.44
232783,6162742.41
34208,6162517.48
187313,6162073.06
293978,6161524.80
255728,6160934.68
160735,6160791.66
160508,6160541.40
104415,6159979.44
277069,6159706.10
229156,6159455.33
362845,6159208.94
334713,6158921.02
303627,6158843.34
128502,6158833.35
81798,6158619.24
117230,6158604.56
398122,6158387.20
226694,6158286.66
41773,6158145.13
88254,6157778.56
240359,6157494.45
103425,6157195.16
347622,6157148.80
74259,6155906.40
131354,6155860.42
293781,6155676.45
335959,6155546.49
271834,6155332.07
375034,6155020.80
358667,6154517.79
34328,6154389.90
291670,6154306.48
21954,6154219.68
51205,6154172.58
170532,6153956.69
278402,6153709.10
101528,6153339.78
166271,6152930.91
106355,6152914.10
354501,6151368.96
200238,6151294.11
154716,6151078.04
393250,6150806.48
383891,6150752.46
340980,6150456.40
6366,6150390.61
360667,6150153.15
318455,6149952.59
16399,6149935.65
135210,6149891.12
77656,6149505.20
89033,6148963.74
6469,6148709.68
339276,6148546.17
61912,6148539.46
331683,6148191.60
199736,6147615.44
161639,6146920.96
325608,6146891.40
317102,6146782.36
224362,6145858.86
84444,6145805.90
41875,6145439.04
171958,6144723.20
361834,6144414.84
286940,6144226.40
175781,6143297.12
313474,6142486.44
48463,6142384.16
152524,6142384.00
65251,6140780.10
190977,6140498.91
1014,6139563.46
158622,6139070.54
178104,6139060.48
35371,6138464.15
121727,6138030.96
341915,6137882.82
89741,6137505.82
302946,6136945.02
40532,6136679.01
97833,6136049.28
290569,6135862.92
154830,6135484.59
204731,6135084.42
132165,6133968.56
145974,6133878.52
243738,6133732.00
384210,6133330.32
143310,6132858.00
399526,6132802.50
303993,6132770.01
75231,6132559.50
301218,6132270.88
61108,6132245.28
69490,6132110.90
382299,6131727.70
335824,6131652.12
357275,6131180.52
264059,6130661.04
216674,6130443.76
221701,6130426.56
280498,6130188.99
146251,6129577.08
387485,6128961.25
292278,6128595.88
9328,6128369.78
279207,6127578.72
281346,6127189.92
229411,6126738.28
85564,6126614.28
373794,6126475.04
253468,6126090.82
20499,6125900.55
32689,6125825.30
148159,6125804.06
214009,6125294.32
380755,6125194.40
303942,6125005.14
128242,6124984.74
358516,6124710.42
167961,6123726.00
28929,6123696.60
117656,6123555.25
176877,6123535.46
271791,6123463.48
78701,6123344.94
87287,6122466.90
112783,6122305.50
284202,6121765.51
297373,6121656.63
74268,6121376.40
48808,6121062.60
394159,6120841.84
2899,6118899.40
61739,6118681.50
310543,6118661.75
23931,6118412.12
346686,6118383.31
332297,6118223.65
62863,6117634.80
102168,6117406.78
374338,6117371.48
363789,6117247.36
340600,6116688.80
227935,6115885.25
41710,6115763.43
152262,6115403.79
318434,6114390.12
399384,6114267.90
101971,6114165.20
364948,6113889.25
170027,6113792.28
77716,6113248.24
256882,6113006.60
5628,6112497.60
343769,6112030.50
171209,6111748.20
246621,6111655.20
399674,6111530.88
204841,6111317.86
182865,6110739.60
373889,6110434.89
374739,6110350.95
61379,6110148.39
381971,6110085.12
38446,6110071.11
103825,6109509.78
21971,6108836.80
147783,6108284.16
230677,6107412.14
11427,6107333.70
92652,6105635.50
238343,6105414.40
103614,6105226.73
129995,6105157.25
366221,6104919.28
355775,6103440.81
320909,6103418.56
178746,6102143.11
194310,6102025.02
197205,6101755.20
35409,6101432.44
266074,6101364.96
258388,6101292.41
385732,6100752.32
327676,6099837.97
226759,6099835.56
216596,6099629.45
140945,6099364.64
76337,6098884.47
177674,6098328.80
332588,6098155.44
363480,6097284.96
6683,6097187.20
279578,6095988.36
336714,6095717.20
250524,6095628.76
241971,6095368.00
259194,6095318.85
138753,6094161.84
7385,6092889.60
60362,6092853.08
29512,6092115.12
78667,6091920.02
196460,6091674.54
298725,6091586.41
112220,6091157.60
389445,6091056.16
343920,6090685.77
39895,6090257.64
179092,6089484.38
306583,6089080.08
397622,6089058.00
213972,6088743.84
180733,6087897.21
155930,6087071.97
210200,6087012.46
113244,6086844.36
246786,6086769.62
194167,6086725.33
293551,6086564.45
261875,6086507.46
324294,6086227.81
364820,6086181.20
29389,6085961.28
391492,6085632.60
380921,6084959.60
14706,6084607.77
308022,6084570.44
297909,6083522.55
188889,6082227.18
342822,6082159.98
34408,6082011.36
341695,6081907.42
200510,6081673.75
91247,6081445.80
376942,6081404.58
65389,6081107.06
301842,6080785.20
255596,6080636.88
392193,6080100.32
220087,6079869.60
232209,6079857.90
171006,6079457.24
241734,6079206.12
147936,6079129.20
143802,6078747.84
398062,6078723.20
25992,6078270.59
238455,6078217.24
136657,6078134.87
296113,6078004.24
303184,6076837.46
221759,6076785.48
319957,6076405.20
312596,6075960.28
96922,6075485.78
189682,6075284.40
258276,6075164.41
246691,6075144.31
246790,6075016.75
143973,6074383.00
240286,6074286.91
215945,6073406.43
91576,6072819.48
336976,6072819.20
109257,6072279.68
141982,6072016.30
36654,6071938.88
18803,6071787.58
364924,6070557.68
384817,6070337.35
190514,6069777.48
321558,6069134.97
150632,6069012.39
204415,6068802.16
210114,6068362.50
175085,6068022.20
381308,6067563.68
163799,6067285.70
206468,6067126.08
312696,6066441.60
115044,6066423.48
100408,6066350.26
327980,6066126.30
36744,6066102.64
287666,6064924.32
160183,6064812.81
395152,6064143.57
166033,6063786.17
140095,6063117.30
222814,6062922.96
42633,6062225.74
206552,6061703.07
379003,6061623.12
108473,6061604.00
185449,6061472.96
295592,6061283.02
355631,6060463.20
93624,6060187.02
267063,6059743.55
116762,6059197.08
316847,6059053.56
135181,6058958.89
22756,6058648.53
249148,6058646.66
246235,6058146.95
244048,6058138.42
224575,6057333.65
139208,6056883.25
278792,6055165.20
148676,6054308.25
73640,6054156.00
173240,6053822.18
344337,6053241.46
53593,6053014.80
125808,6052684.77
99425,6051409.60
175958,6051380.52
27721,6051282.80
2466,6050952.34
40436,6050904.06
371669,6050772.90
32696,6050193.34
338326,6049773.50
170546,6049684.49
290575,6049662.92
303584,6049648.64
33668,6049564.92
20778,6049191.28
97771,6049098.00
102073,6048849.64
87474,6048760.90
90674,6048601.88
104184,6048454.34
152234,6048131.77
169930,6048050.96
324970,6047914.00
1877,6047884.04
71388,6047850.00
56556,6047844.75
276545,6047600.79
251642,6047507.07
346493,6047244.41
123879,6046742.26
84853,6046668.11
346174,6046586.03
275554,6046393.57
248619,6045603.00
65631,6045470.28
20062,6045289.80
62777,6045050.47
267660,6044694.54
224473,6044503.50
120349,6043609.12
356278,6043388.23
57359,6043291.44
374283,6043181.57
224191,6042827.06
230265,6042391.56
342223,6042104.82
328175,6041973.06
276957,6041608.30
385588,6040712.86
200253,6040645.65
114876,6040313.44
362261,6040262.20
378563,6039798.98
124685,6039400.50
107667,6039366.72
94597,6038504.01
88841,6038260.12
68491,6038145.65
169298,6038085.00
209389,6036831.81
315033,6036756.00
229552,6036692.27
135002,6036502.35
351199,6035904.36
143936,6035055.99
4938,6034675.17
298571,6034619.99
168304,6033667.34
213569,6033591.20
288329,6033177.34
96434,6032761.80
84329,6032691.93
172651,6032049.12
282291,6031782.12
90177,6031684.37
306111,6031509.12
4191,6031352.32
60257,6031101.92
147483,6030833.48
389410,6030777.61
142476,6030757.05
266040,6030403.20
140257,6029679.32
81326,6029541.52
214493,6029244.48
59685,6028741.26
374705,6028676.90
255121,6028466.40
171901,6028248.20
13255,6028097.18
137147,6027559.62
17724,6027554.34
335945,6027503.04
74610,6027124.98
329214,6026934.06
175126,6026248.40
60383,6025698.57
348534,6025191.93
247034,6025051.34
52262,6024690.00
164152,6024401.12
76706,6023918.22
46771,6023038.04
373031,6022921.89
316745,6022678.23
337259,6021407.14
326667,6020827.68
317210,6020786.37
325812,6020161.44
28463,6020052.04
329980,6019781.25
273872,6019717.88
383525,6019572.58
250624,6019264.22
230431,6018541.56
91087,6018498.59
282755,6018429.10
136734,6018013.28
308327,6017854.20
269989,6017775.72
306877,6017362.62
215924,6017054.04
355390,6017008.80
153694,6016930.50
168509,6016738.50
281377,6016284.05
260356,6015503.66
36921,6015038.20
52211,6014956.70
208687,6014562.88
1399,6013936.50
161435,6013794.08
3183,6013496.96
37378,6012851.28
207641,6012805.80
65682,6012772.24
30568,6012772.00
231258,6012502.65
248418,6012230.52
250240,6011519.22
390238,6011390.00
334699,6011041.65
131310,6010831.68
325237,6010721.10
175175,6010709.77
168250,6010465.73
353816,6010295.55
146131,6010284.80
298746,6010274.36
31768,6009582.83
363020,6008922.15
80032,6008911.68
287988,6008355.16
220641,6008301.17
152337,6007772.07
156655,6007474.05
395757,6007450.80
317037,6006790.90
248650,6006665.90
393204,6006379.62
179978,6006336.62
299828,6004917.52
331895,6004865.73
230170,6004005.91
181322,6003944.96
41463,6003711.85
306720,6003457.95
127362,6003441.60
232329,6003294.21
67517,6003270.70
320192,6002610.12
22828,6002147.20
241102,6001114.92
98131,6001113.14
280928,6000617.92
211756,6000546.54
195181,6000438.72
189180,6000094.71
147051,5998911.04
177313,5998732.72
380963,5998332.42
230078,5998256.11
63977,5998227.80
99234,5998155.50
167700,5998015.25
383686,5997916.72
94027,5997872.06
102954,5997866.13
289328,5997756.25
173940,5997196.08
61493,5996937.65
65878,5996826.00
199773,5996698.68
87785,5996491.02
184476,5996339.20
27273,5996166.72
121794,5995942.50
354802,5994797.52
364355,5994654.37
213498,5994616.10
378933,5994566.84
270770,5993122.05
324405,5992733.72
28581,5992696.71
397785,5991736.92
85405,5991183.00
122629,5990492.54
39651,5989945.41
253761,5989906.48
134551,5989672.96
84747,5988580.25
370121,5988308.20
286185,5988276.96
188942,5988264.48
244586,5988174.36
76483,5988148.64
62323,5988118.50
367784,5987821.86
163141,5987349.03
180134,5987270.80
115203,5985867.24
4723,5985666.72
40548,5984741.27
354938,5984680.74
109308,5984602.40
232136,5983506.27
242745,5982858.24
224616,5982719.61
393083,5982576.70
82608,5982169.48
155795,5982132.20
285341,5981914.10
333259,5981759.28
64239,5981660.84
71593,5981521.20
335420,5981439.31
15588,5980967.08
164829,5980473.91
395609,5980001.66
241513,5979224.76
271238,5978731.64
352614,5978417.25
128697,5977737.72
110740,5977577.49
71784,5977172.50
329933,5976595.08
79835,5976500.26
61101,5976215.13
17608,5975429.38
33640,5975182.50
341477,5974708.74
317523,5974623.56
283690,5973984.72
30881,5973943.69
178121,5973318.00
259331,5973127.00
49316,5972976.33
196025,5972836.08
378786,5972451.48
53861,5972319.77
79319,5972061.18
202712,5971675.36
252269,5971585.22
112058,5971338.81
12892,5971315.60
288082,5970949.74
163043,5970789.84
83037,5970189.16
7201,5969961.30
22908,5969927.26
180694,5969864.20
136711,5969518.80
219463,5969197.78
45421,5968362.46
124851,5967533.00
363368,5966894.64
24457,5966542.40
81903,5966263.16
200204,5966147.79
218988,5965210.55
55050,5965206.57
298701,5964776.26
60151,5964626.80
346234,5964333.57
286461,5964226.45
221640,5963122.82
154418,5962838.45
381926,5962743.05
264352,5962302.84
